ANO_PUBLIC_ID,POP_PERSPECTIVE_FK,ANO_COMPONENT_NAME
EMAPA:17184,"Whole mouse","duodenum rostral part vascular element"
EMAPA:27247,"Whole mouse","duodenum serosa"
EMAPA:27239,"Whole mouse","duodenum submucosa"
EMAPA:19083,"Whole mouse","duodenum vascular element"
EMAPA:32664,"Whole mouse","dura mater"
EMAPA:16193,"Whole mouse",ear
EMAPA:32800,"Whole mouse","ear epithelium"
EMAPA:35972,"Whole mouse","ear mesenchyme"
EMAPA:35301,"Whole mouse","ear skin"
EMAPA:16479,"Whole mouse","early 4th ventricle"
EMAPA:16471,"Whole mouse","early brain"
EMAPA:32677,"Whole mouse","early brain floor plate"
EMAPA:35360,"Whole mouse","early brain marginal layer"
EMAPA:35361,"Whole mouse","early brain roof plate"
EMAPA:32675,"Whole mouse","early brain ventricle"
EMAPA:35362,"Whole mouse","early brain ventricular layer"
EMAPA:16216,"Whole mouse","early bulbus cordis"
EMAPA:16217,"Whole mouse","early bulbus cordis caudal half"
EMAPA:16218,"Whole mouse","early bulbus cordis caudal half cardiac jelly"
EMAPA:16220,"Whole mouse","early bulbus cordis caudal half cardiac muscle"
EMAPA:16219,"Whole mouse","early bulbus cordis caudal half endocardial tube"
EMAPA:16221,"Whole mouse","early bulbus cordis rostral half"
EMAPA:16222,"Whole mouse","early bulbus cordis rostral half cardiac jelly"
EMAPA:16224,"Whole mouse","early bulbus cordis rostral half cardiac muscle"
EMAPA:16223,"Whole mouse","early bulbus cordis rostral half endocardial tube"
EMAPA:16225,"Whole mouse","early common atrial chamber"
EMAPA:16226,"Whole mouse","early common atrial chamber cardiac jelly"
EMAPA:16228,"Whole mouse","early common atrial chamber cardiac muscle"
EMAPA:16227,"Whole mouse","early common atrial chamber endocardial tube"
EMAPA:16641,"Whole mouse","early diencephalon"
EMAPA:16642,"Whole mouse","early diencephalon 3rd ventricle"
EMAPA:16645,"Whole mouse","early diencephalon floor plate"
EMAPA:16646,"Whole mouse","early diencephalon gland"
EMAPA:16649,"Whole mouse","early diencephalon lamina terminalis"
EMAPA:16650,"Whole mouse","early diencephalon lateral wall"
EMAPA:16647,"Whole mouse","early diencephalon pituitary"
EMAPA:16651,"Whole mouse","early diencephalon roof plate"
EMAPA:16782,"Whole mouse","early diencephalon ventricular layer"
EMAPA:28007,"Whole mouse","early distal tubule"
EMAPA:27788,"Whole mouse","early distal tubule"
EMAPA:28390,"Whole mouse","early distal tubule"
EMAPA:31521,"Whole mouse","early distal tubule of capillary loop nephron"
EMAPA:31511,"Whole mouse","early distal tubule of capillary loop nephron"
EMAPA:31513,"Whole mouse","early distal tubule of maturing nephron"
EMAPA:31514,"Whole mouse","early distal tubule of maturing nephron"
EMAPA:18514,"Whole mouse","early femur"
EMAPA:18512,"Whole mouse","early fibula"
EMAPA:16640,"Whole mouse","early forebrain"
EMAPA:32919,"Whole mouse","early forebrain floor plate"
EMAPA:32937,"Whole mouse","early forebrain lateral wall"
EMAPA:32935,"Whole mouse","early forebrain roof plate"
EMAPA:35942,"Whole mouse","early forebrain ventricular layer"
EMAPA:16478,"Whole mouse","early hindbrain"
EMAPA:35363,"Whole mouse","early hindbrain floor plate"
EMAPA:35364,"Whole mouse","early hindbrain lateral wall"
EMAPA:35365,"Whole mouse","early hindbrain neural crest"
EMAPA:32933,"Whole mouse","early hindbrain rhombomere"
EMAPA:32934,"Whole mouse","early hindbrain rhombomere floor plate"
EMAPA:32931,"Whole mouse","early hindbrain rhombomere lateral wall"
EMAPA:32929,"Whole mouse","early hindbrain rhombomere roof plate"
EMAPA:32932,"Whole mouse","early hindbrain rhombomere ventricular layer"
EMAPA:35367,"Whole mouse","early hindbrain roof plate"
EMAPA:35368,"Whole mouse","early hindbrain ventricular layer"
EMAPA:18468,"Whole mouse","early humerus"
EMAPA:16472,"Whole mouse","early midbrain"
EMAPA:16473,"Whole mouse","early midbrain floor plate"
EMAPA:16474,"Whole mouse","early midbrain lateral wall"
EMAPA:16476,"Whole mouse","early midbrain neural crest"
EMAPA:16477,"Whole mouse","early midbrain roof plate"
EMAPA:16785,"Whole mouse","early midbrain ventricular layer"
EMAPA:32853,"Whole mouse","early midbrain-hindbrain junction"
EMAPA:17954,"Whole mouse","early nephron group"
EMAPA:16229,"Whole mouse","early outflow tract"
EMAPA:16230,"Whole mouse","early outflow tract cardiac jelly"
EMAPA:16231,"Whole mouse","early outflow tract endocardial tube"
EMAPA:16232,"Whole mouse","early outflow tract mesenchyme"
EMAPA:16208,"Whole mouse","early primitive heart tube"
EMAPA:16209,"Whole mouse","early primitive heart tube cardiac jelly"
EMAPA:16211,"Whole mouse","early primitive heart tube cardiac muscle"
EMAPA:16210,"Whole mouse","early primitive heart tube endocardial tube"
EMAPA:16233,"Whole mouse","early primitive ventricle"
EMAPA:16234,"Whole mouse","early primitive ventricle cardiac jelly"
EMAPA:16236,"Whole mouse","early primitive ventricle cardiac muscle"
EMAPA:16235,"Whole mouse","early primitive ventricle endocardial tube"
EMAPA:27784,"Whole mouse","early proximal tubule"
EMAPA:28003,"Whole mouse","early proximal tubule"
EMAPA:28284,"Whole mouse","early proximal tubule"
EMAPA:31544,"Whole mouse","early proximal tubule of capillary loop nephron"
EMAPA:31543,"Whole mouse","early proximal tubule of capillary loop nephron"
EMAPA:31512,"Whole mouse","early proximal tubule of maturing nephron"
EMAPA:31542,"Whole mouse","early proximal tubule of maturing nephron"
EMAPA:18466,"Whole mouse","early radius"
EMAPA:16653,"Whole mouse","early telencephalic vesicle"
EMAPA:16652,"Whole mouse","early telencephalon"
EMAPA:16655,"Whole mouse","early telencephalon floor plate"
EMAPA:16656,"Whole mouse","early telencephalon lateral wall"
EMAPA:16657,"Whole mouse","early telencephalon roof plate"
EMAPA:16784,"Whole mouse","early telencephalon ventricular layer"
EMAPA:18513,"Whole mouse","early tibia"
EMAPA:28500,"Whole mouse","early tubule"
EMAPA:18467,"Whole mouse","early ulna"
EMAPA:35985,"Whole mouse",ectoderm
EMAPA:25040,"Whole mouse","ectoderm component of anal membrane"
EMAPA:25045,"Whole mouse","ectoderm component of anal membrane"
EMAPA:16080,"Whole mouse","ectoplacental cavity"
EMAPA:16059,"Whole mouse","ectoplacental cone"
EMAPA:35302,"Whole mouse","edinger-westphal nucleus"
EMAPA:28233,"Whole mouse","efferent arteriole"
EMAPA:28275,"Whole mouse","efferent arteriole"
EMAPA:18993,"Whole mouse","efferent duct of seminal vesicle"
EMAPA:19088,"Whole mouse","ejaculatory duct"
EMAPA:17414,"Whole mouse",elbow
EMAPA:18052,"Whole mouse","elbow dermis"
EMAPA:18053,"Whole mouse","elbow epidermis"
EMAPA:17415,"Whole mouse","elbow epithelium"
EMAPA:19102,"Whole mouse","elbow joint"
EMAPA:17710,"Whole mouse","elbow joint primordium"
EMAPA:17416,"Whole mouse","elbow mesenchyme"
EMAPA:18430,"Whole mouse","elbow rest of mesenchyme"
EMAPA:18051,"Whole mouse","elbow skin"
EMAPA:16039,"Whole mouse",embryo
EMAPA:16069,"Whole mouse","embryo ectoderm"
EMAPA:16062,"Whole mouse","embryo endoderm"
EMAPA:35961,"Whole mouse","embryo mesenchyme"
EMAPA:16071,"Whole mouse","embryo mesoderm"
EMAPA:16061,"Whole mouse","embryonic component of the proamniotic cavity"
EMAPA:17169,"Whole mouse","embryonic fissure"
EMAPA:35303,"Whole mouse",enamel
EMAPA:32888,"Whole mouse","enamel organ"
EMAPA:16696,"Whole mouse","endocardial cushion tissue"
EMAPA:32686,"Whole mouse","endocardial lining"
EMAPA:17868,"Whole mouse","endocardial tissue"
EMAPA:32685,"Whole mouse","endocardial tube"
EMAPA:35304,"Whole mouse","endochondral bone"
EMAPA:35999,"Whole mouse","endocrine gland"
EMAPA:35305,"Whole mouse","endocrine pancreas"
EMAPA:35306,"Whole mouse","endocrine system"
EMAPA:35986,"Whole mouse",endoderm
EMAPA:17177,"Whole mouse","endoderm component of anal membrane"
EMAPA:16994,"Whole mouse","endolymphatic appendage"
EMAPA:17283,"Whole mouse","endolymphatic appendage"
EMAPA:17285,"Whole mouse","endolymphatic appendage epithelium"
EMAPA:16996,"Whole mouse","endolymphatic appendage epithelium"
EMAPA:16995,"Whole mouse","endolymphatic appendage mesenchyme"
EMAPA:17284,"Whole mouse","endolymphatic appendage mesenchyme"
EMAPA:18580,"Whole mouse","endolymphatic duct"
EMAPA:18582,"Whole mouse","endolymphatic duct epithelium"
EMAPA:18581,"Whole mouse","endolymphatic duct mesenchyme"
EMAPA:17593,"Whole mouse","endolymphatic sac"
EMAPA:17595,"Whole mouse","endolymphatic sac epithelium"
EMAPA:17594,"Whole mouse","endolymphatic sac mesenchyme"
EMAPA:29917,"Whole mouse",endometrium
EMAPA:35307,"Whole mouse","endometrium epithelium"
EMAPA:35308,"Whole mouse","endometrium glandular epithelium"
EMAPA:35309,"Whole mouse","endometrium luminal epithelium"
EMAPA:35310,"Whole mouse","endometrium stroma"
EMAPA:35311,"Whole mouse","endopiriform nucleus"
EMAPA:29995,"Whole mouse","endothelium of renal artery"
EMAPA:30011,"Whole mouse","endothelium of renal vein"
EMAPA:35312,"Whole mouse","enteric ganglion"
EMAPA:26922,"Whole mouse","enteric nervous system"
EMAPA:35313,"Whole mouse","entorhinal cortex"
EMAPA:16050,"Whole mouse",epiblast
EMAPA:19210,"Whole mouse","epicranial aponeurosis"
EMAPA:29733,"Whole mouse","epidermal layer of scrotum"
EMAPA:17528,"Whole mouse",epidermis
EMAPA:32779,"Whole mouse","epidermis stratum basale"
EMAPA:32787,"Whole mouse","epidermis stratum corneum"
EMAPA:32786,"Whole mouse","epidermis stratum granulosum"
EMAPA:35314,"Whole mouse","epidermis stratum lucidum"
EMAPA:32785,"Whole mouse","epidermis stratum spinosum"
EMAPA:35315,"Whole mouse","epidermis suprabasal layer"
EMAPA:35316,"Whole mouse","epididymal fat pad"
EMAPA:19290,"Whole mouse",epididymis
EMAPA:18750,"Whole mouse","epigastric artery"
EMAPA:18759,"Whole mouse","epigastric vein"
EMAPA:17354,"Whole mouse","epiglottal primordium"
EMAPA:18289,"Whole mouse",epiglottis
EMAPA:18542,"Whole mouse","epithalamic recess"
EMAPA:17532,"Whole mouse",epithalamus
EMAPA:17533,"Whole mouse","epithalamus mantle layer"
EMAPA:17534,"Whole mouse","epithalamus marginal layer"
EMAPA:17535,"Whole mouse","epithalamus ventricular layer"
EMAPA:29790,"Whole mouse","epithelial component of bulbourethral gland"
EMAPA:29929,"Whole mouse","epithelial layer of cervix uteri"
EMAPA:30825,"Whole mouse","epithelial layer of crus of clitoris"
EMAPA:29852,"Whole mouse","epithelial layer of crus penis"
EMAPA:29747,"Whole mouse","epithelial layer of efferent duct"
EMAPA:29786,"Whole mouse","epithelial layer of ejaculatory duct"
EMAPA:29858,"Whole mouse","epithelial layer of glans penis"
EMAPA:29899,"Whole mouse","epithelial layer of infundibulum"
EMAPA:30839,"Whole mouse","epithelial layer of labia"
EMAPA:29058,"Whole mouse","epithelial layer of lower part of vagina"
EMAPA:29043,"Whole mouse","epithelial layer of oviduct"
EMAPA:30905,"Whole mouse","epithelial layer of pelvic urethra"
EMAPA:30873,"Whole mouse","epithelial layer of primitive bladder"
EMAPA:32290,"Whole mouse","epithelial layer of prostate gland"
EMAPA:29907,"Whole mouse","epithelial layer of rest of oviduct"
EMAPA:30882,"Whole mouse","epithelial layer of rest of urogenital sinus"
EMAPA:29771,"Whole mouse","epithelial layer of seminal vesicle"
EMAPA:29052,"Whole mouse","epithelial layer of upper part of vagina"
EMAPA:27708,"Whole mouse","epithelial layer of ureter"
EMAPA:32738,"Whole mouse",epithelium
EMAPA:35317,"Whole mouse","epithelium of capillary loop renal corpuscle"
EMAPA:29761,"Whole mouse","epithelium of caput of epididymis"
EMAPA:29693,"Whole mouse","epithelium of cauda of epididymis"
EMAPA:29755,"Whole mouse","epithelium of corpus epididymis"
EMAPA:35318,"Whole mouse","epithelium of degenerating paramesonephric duct of male"
EMAPA:29199,"Whole mouse","epithelium of degenerating rest of paramesonephric duct of male"
EMAPA:29274,"Whole mouse","epithelium of ductus deferens"
EMAPA:30445,"Whole mouse","epithelium of epididymis"
EMAPA:35319,"Whole mouse","epithelium of paramesonephric duct of female"
EMAPA:30070,"Whole mouse","epithelium of paramesonephric duct of female, mesonephric portion"
EMAPA:35320,"Whole mouse","epithelium of paramesonephric duct of male"
EMAPA:28949,"Whole mouse","epithelium of rest of nephric duct of female"
EMAPA:29181,"Whole mouse","epithelium of rest of nephric duct of male"
EMAPA:28957,"Whole mouse","epithelium of rest of paramesonephric duct of female"
EMAPA:29187,"Whole mouse","epithelium of rest of paramesonephric duct of male"
EMAPA:31509,"Whole mouse","epithelium of urogenital sinus"
EMAPA:31520,"Whole mouse","epithelium of urogenital sinus"
EMAPA:30991,"Whole mouse","epithelium of vagina"
EMAPA:18168,"Whole mouse","erector spinae"
EMAPA:16700,"Whole mouse","esophageal region"
EMAPA:16702,"Whole mouse","esophageal region epithelium"
EMAPA:18401,"Whole mouse","esophageal region lumen"
EMAPA:16701,"Whole mouse","esophageal region mesenchyme"
EMAPA:16703,"Whole mouse","esophageal region mesentery"
EMAPA:16705,"Whole mouse","esophageal region vascular element"
EMAPA:18860,"Whole mouse",esophagus
EMAPA:16833,"Whole mouse",esophagus
EMAPA:35321,"Whole mouse","esophagus basal epithelium"
EMAPA:18862,"Whole mouse","esophagus epithelium"
EMAPA:16835,"Whole mouse","esophagus epithelium"
EMAPA:26985,"Whole mouse","esophagus epithelium"
EMAPA:26987,"Whole mouse","esophagus lamina propria"
EMAPA:27003,"Whole mouse","esophagus lamina propria"
EMAPA:18863,"Whole mouse","esophagus lumen"
EMAPA:18380,"Whole mouse","esophagus lumen"
EMAPA:16834,"Whole mouse","esophagus mesenchyme"
EMAPA:35606,"Whole mouse","esophagus mesenchyme"
EMAPA:16836,"Whole mouse","esophagus mesentery"
EMAPA:18864,"Whole mouse","esophagus mesentery"
EMAPA:26991,"Whole mouse","esophagus mucosa"
EMAPA:26981,"Whole mouse","esophagus mucosa"
EMAPA:26995,"Whole mouse","esophagus muscularis"
EMAPA:26983,"Whole mouse","esophagus muscularis"
EMAPA:26989,"Whole mouse","esophagus muscularis mucosa"
EMAPA:27007,"Whole mouse","esophagus muscularis mucosa"
EMAPA:35322,"Whole mouse","esophagus serosa"
EMAPA:35323,"Whole mouse","esophagus smooth muscle"
EMAPA:35324,"Whole mouse","esophagus squamous epithelium"
EMAPA:35325,"Whole mouse","esophagus submucosa"
EMAPA:18866,"Whole mouse","esophagus vascular element"
EMAPA:16838,"Whole mouse","esophagus vascular element"
EMAPA:35326,"Whole mouse","esophagus wall"
EMAPA:19018,"Whole mouse","ethmoid bone"
EMAPA:19201,"Whole mouse","ethmoid bone cribriform plate"
EMAPA:25114,"Whole mouse","ethmoid bone perpendicular plate"
EMAPA:18023,"Whole mouse","ethmoid bone primordium"
EMAPA:18708,"Whole mouse","exoccipital bone"
EMAPA:18339,"Whole mouse","exoccipital cartilage condensation"
EMAPA:18014,"Whole mouse","exoccipital pre-cartilage condensation"
EMAPA:16081,"Whole mouse","exocoelomic cavity"
EMAPA:35327,"Whole mouse","exocrine gland"
EMAPA:35328,"Whole mouse","exocrine pancreas"
EMAPA:35329,"Whole mouse","exocrine system"
EMAPA:35330,"Whole mouse","extensor digitorum longus"
EMAPA:18265,"Whole mouse","external anal sphincter"
EMAPA:17588,"Whole mouse","external auditory meatus"
EMAPA:35331,"Whole mouse","external capsule"
EMAPA:18611,"Whole mouse","external carotid artery"
EMAPA:17614,"Whole mouse","external iliac artery"
EMAPA:17875,"Whole mouse","external jugular vein"
EMAPA:18639,"Whole mouse","external jugular vein"
EMAPA:17848,"Whole mouse","external naris"
EMAPA:18596,"Whole mouse","external naris epithelium"
EMAPA:18162,"Whole mouse","external oblique"
EMAPA:35332,"Whole mouse","external spiral sulcus"
EMAPA:16371,"Whole mouse","extraembryonic arterial system"
EMAPA:32734,"Whole mouse","extraembryonic blood vessel"
EMAPA:16043,"Whole mouse","extraembryonic cavities and their linings"
EMAPA:16042,"Whole mouse","extraembryonic component"
EMAPA:16054,"Whole mouse","extraembryonic component cavities"
EMAPA:16065,"Whole mouse","extraembryonic ectoderm"
EMAPA:16052,"Whole mouse","extraembryonic endoderm"
EMAPA:31863,"Whole mouse","extraembryonic mesenchyme"
EMAPA:31862,"Whole mouse","extraembryonic mesoderm"
EMAPA:16370,"Whole mouse","extraembryonic vascular system"
EMAPA:16374,"Whole mouse","extraembryonic venous system"
EMAPA:28278,"Whole mouse","extraglomerular mesangium"
EMAPA:35333,"Whole mouse","extraocular skeletal muscle"
EMAPA:18234,"Whole mouse","extrinsic ocular muscle"
EMAPA:17845,"Whole mouse","extrinsic ocular pre-muscle mass"
EMAPA:16198,"Whole mouse",eye
EMAPA:18231,"Whole mouse","eye anterior chamber"
EMAPA:35957,"Whole mouse","eye epithelium"
EMAPA:35334,"Whole mouse","eye gland"
EMAPA:16673,"Whole mouse","eye mesenchyme"
EMAPA:35335,"Whole mouse","eye muscle"
EMAPA:35989,"Whole mouse","eye neural ectoderm"
EMAPA:17844,"Whole mouse","eye skeletal muscle"
EMAPA:18807,"Whole mouse","eye smooth muscle"
EMAPA:35336,"Whole mouse","eye surface"
EMAPA:17003,"Whole mouse","eye surface ectoderm"
EMAPA:17829,"Whole mouse",eyelid
EMAPA:32758,"Whole mouse","eyelid epithelium"
EMAPA:32759,"Whole mouse","eyelid mesenchyme"
EMAPA:19138,"Whole mouse","fabella cartilage condensation"
EMAPA:18508,"Whole mouse","fabella pre-cartilage condensation"
EMAPA:32763,"Whole mouse",face
EMAPA:35337,"Whole mouse","face mesenchyme"
EMAPA:19213,"Whole mouse","facial artery"
EMAPA:19019,"Whole mouse","facial bone"
EMAPA:18024,"Whole mouse","facial bone primordium"
EMAPA:25133,"Whole mouse","facial muscle"
EMAPA:16311,"Whole mouse","facial neural crest"
EMAPA:19220,"Whole mouse","facial vein"
EMAPA:16983,"Whole mouse","facial VII ganglion"
EMAPA:17569,"Whole mouse","facial VII ganglion"
EMAPA:17796,"Whole mouse","facial VII nerve"
EMAPA:18217,"Whole mouse","facial VII nerve chorda tympani branch"
EMAPA:35338,"Whole mouse","facial VII nucleus"
EMAPA:16312,"Whole mouse","facio-acoustic neural crest"
EMAPA:16794,"Whole mouse","facio-acoustic VII-VIII ganglion complex"
EMAPA:16660,"Whole mouse","facio-acoustic VII-VIII preganglion complex"
EMAPA:18288,"Whole mouse","falciform ligament"
EMAPA:18908,"Whole mouse","falciform ligament"
EMAPA:18551,"Whole mouse","falx cerebri"
EMAPA:35339,"Whole mouse","fasciola cinereum"
EMAPA:35340,"Whole mouse","fat pad"
EMAPA:28540,"Whole mouse","female associated reproductive structure"
EMAPA:18978,"Whole mouse","female cystic vesicular appendage"
EMAPA:30984,"Whole mouse","female external genitalia"
EMAPA:19174,"Whole mouse","female external inguinal ring"
EMAPA:19171,"Whole mouse","female inguinal canal"
EMAPA:19172,"Whole mouse","female inguinal ring"
EMAPA:19173,"Whole mouse","female internal inguinal ring"
EMAPA:35341,"Whole mouse","female paramesonephric duct"
EMAPA:17959,"Whole mouse","female reproductive system"
EMAPA:35962,"Whole mouse","female reproductive system epithelium"
EMAPA:35974,"Whole mouse","female reproductive system mesenchyme"
EMAPA:29653,"Whole mouse","female urethral gland"
EMAPA:35342,"Whole mouse","femoral artery"
EMAPA:35343,"Whole mouse","femoral nerve"
EMAPA:17876,"Whole mouse","femoral vein"
EMAPA:19143,"Whole mouse",femur
EMAPA:17742,"Whole mouse","femur cartilage condensation"
EMAPA:17502,"Whole mouse","femur pre-cartilage condensation"
EMAPA:19239,"Whole mouse","fenestra cochleae"
EMAPA:19240,"Whole mouse","fenestra vestibuli"
EMAPA:19175,"Whole mouse","fetal Leydig cell"
EMAPA:35344,"Whole mouse","fibrous joint"
EMAPA:19029,"Whole mouse","fibrous pericardium"
EMAPA:19141,"Whole mouse",fibula
EMAPA:18154,"Whole mouse","fibula cartilage condensation"
EMAPA:18655,"Whole mouse","filiform papillae"
EMAPA:18873,"Whole mouse","filiform papillae"
EMAPA:18220,"Whole mouse","filum terminale"
EMAPA:35345,"Whole mouse","fimbria hippocampus"
EMAPA:16032,"Whole mouse","first polar body"
EMAPA:19319,"Whole mouse","flexor digitorum profundus"
EMAPA:35346,"Whole mouse",flocculus
EMAPA:32684,"Whole mouse","floor plate"
EMAPA:32788,"Whole mouse","foliate papillae"
EMAPA:29067,"Whole mouse","follicle cell of primary follicle"
EMAPA:31247,"Whole mouse","follicle cell of primordial follicle"
EMAPA:29866,"Whole mouse","follicle cell of secondary follicle"
EMAPA:30767,"Whole mouse","follicle cell of tertiary follicle"
EMAPA:17459,"Whole mouse",foot
EMAPA:35354,"Whole mouse","foot bone"
EMAPA:32657,"Whole mouse","foot cartilage condensation"
EMAPA:18505,"Whole mouse","foot dermis"
EMAPA:18506,"Whole mouse","foot epidermis"
EMAPA:32655,"Whole mouse","foot epithelium"
EMAPA:32949,"Whole mouse","foot joint"
EMAPA:17488,"Whole mouse","foot mesenchyme"
EMAPA:32656,"Whole mouse","foot pre-cartilage condensation"
EMAPA:17475,"Whole mouse","foot rest of epithelium"
EMAPA:18145,"Whole mouse","foot rest of skin"
EMAPA:18146,"Whole mouse","foot rest of skin dermis"
EMAPA:18147,"Whole mouse","foot rest of skin epidermis"
EMAPA:18504,"Whole mouse","foot skin"
EMAPA:17249,"Whole mouse",footplate
EMAPA:17251,"Whole mouse","footplate apical ectodermal ridge"
EMAPA:17250,"Whole mouse","footplate ectoderm"
EMAPA:17252,"Whole mouse","footplate mesenchyme"
EMAPA:17069,"Whole mouse","foramen caecum"
EMAPA:18828,"Whole mouse","foramen caecum"
EMAPA:18711,"Whole mouse","foramen ovale"
EMAPA:18244,"Whole mouse","foramen ovale"
EMAPA:17173,"Whole mouse","foramen primum"
EMAPA:17012,"Whole mouse","foramen primum"
EMAPA:18712,"Whole mouse","foramen rotundum"
EMAPA:17863,"Whole mouse","foramen secundum"
EMAPA:17417,"Whole mouse",forearm
EMAPA:35347,"Whole mouse","forearm bone"
EMAPA:18057,"Whole mouse","forearm dermis"
EMAPA:18058,"Whole mouse","forearm epidermis"
EMAPA:17418,"Whole mouse","forearm epithelium"
EMAPA:17419,"Whole mouse","forearm mesenchyme"
EMAPA:18431,"Whole mouse","forearm rest of mesenchyme"
EMAPA:32622,"Whole mouse","forearm skeletal muscle"
EMAPA:18056,"Whole mouse","forearm skin"
EMAPA:16895,"Whole mouse",forebrain
EMAPA:32920,"Whole mouse","forebrain marginal layer"
EMAPA:35348,"Whole mouse","forebrain vascular element"
EMAPA:32921,"Whole mouse","forebrain ventricular layer"
EMAPA:16548,"Whole mouse",foregut
EMAPA:16248,"Whole mouse","foregut diverticulum"
EMAPA:16250,"Whole mouse","foregut diverticulum endoderm"
EMAPA:16360,"Whole mouse","foregut diverticulum gland"
EMAPA:18375,"Whole mouse","foregut diverticulum lumen"
EMAPA:16249,"Whole mouse","foregut diverticulum mesenchyme"
EMAPA:17178,"Whole mouse","foregut duodenum"
EMAPA:32922,"Whole mouse","foregut epithelium"
EMAPA:16557,"Whole mouse","foregut gland"
EMAPA:32923,"Whole mouse","foregut mesenchyme"
EMAPA:16363,"Whole mouse","foregut-midgut junction"
EMAPA:16366,"Whole mouse","foregut-midgut junction dorsal mesentery"
EMAPA:18661,"Whole mouse","foregut-midgut junction duodenum"
EMAPA:18403,"Whole mouse","foregut-midgut junction endoderm"
EMAPA:16564,"Whole mouse","foregut-midgut junction epithelium"
EMAPA:27019,"Whole mouse","foregut-midgut junction epithelium"
EMAPA:17065,"Whole mouse","foregut-midgut junction gland"
EMAPA:27021,"Whole mouse","foregut-midgut junction lamina propria"
EMAPA:18386,"Whole mouse","foregut-midgut junction lumen"
EMAPA:16364,"Whole mouse","foregut-midgut junction mesenchyme"
EMAPA:16365,"Whole mouse","foregut-midgut junction mesentery"
EMAPA:27011,"Whole mouse","foregut-midgut junction mucosa"
EMAPA:27015,"Whole mouse","foregut-midgut junction muscularis"
EMAPA:27023,"Whole mouse","foregut-midgut junction muscularis mucosa"
EMAPA:27017,"Whole mouse","foregut-midgut junction serosa"
EMAPA:27013,"Whole mouse","foregut-midgut junction submucosa"
EMAPA:16566,"Whole mouse","foregut-midgut junction vascular element"
EMAPA:16714,"Whole mouse","foregut-midgut junction ventral mesentery"
EMAPA:17412,"Whole mouse",forelimb
EMAPA:35933,"Whole mouse","forelimb bone"
EMAPA:16406,"Whole mouse","forelimb bud"
EMAPA:16778,"Whole mouse","forelimb bud apical ectodermal ridge"
EMAPA:16407,"Whole mouse","forelimb bud ectoderm"
EMAPA:16408,"Whole mouse","forelimb bud mesenchyme"
EMAPA:32776,"Whole mouse","forelimb bud presumptive apical ectodermal ridge"
EMAPA:32626,"Whole mouse","forelimb cartilage condensation"
EMAPA:32613,"Whole mouse","forelimb dermis"
EMAPA:32642,"Whole mouse","forelimb digit"
EMAPA:17429,"Whole mouse","forelimb digit 1"
EMAPA:18734,"Whole mouse","forelimb digit 1 claw"
EMAPA:18068,"Whole mouse","forelimb digit 1 dermis"
EMAPA:18069,"Whole mouse","forelimb digit 1 epidermis"
EMAPA:25059,"Whole mouse","forelimb digit 1 epiphyseal plate"
EMAPA:17430,"Whole mouse","forelimb digit 1 epithelium"
EMAPA:25058,"Whole mouse","forelimb digit 1 inter-phalangeal joint"
EMAPA:17431,"Whole mouse","forelimb digit 1 mesenchyme"
EMAPA:25057,"Whole mouse","forelimb digit 1 metacarpo-phalangeal joint"
EMAPA:18475,"Whole mouse","forelimb digit 1 metacarpus"
EMAPA:19112,"Whole mouse","forelimb digit 1 metacarpus"
EMAPA:18065,"Whole mouse","forelimb digit 1 metacarpus cartilage condensation"
EMAPA:17714,"Whole mouse","forelimb digit 1 metacarpus pre-cartilage condensation"
EMAPA:19113,"Whole mouse","forelimb digit 1 phalanx"
EMAPA:18476,"Whole mouse","forelimb digit 1 phalanx"
EMAPA:18066,"Whole mouse","forelimb digit 1 phalanx cartilage condensation"
EMAPA:17715,"Whole mouse","forelimb digit 1 phalanx pre-cartilage condensation"
EMAPA:18067,"Whole mouse","forelimb digit 1 skin"
EMAPA:17432,"Whole mouse","forelimb digit 2"
EMAPA:18735,"Whole mouse","forelimb digit 2 claw"
EMAPA:18073,"Whole mouse","forelimb digit 2 dermis"
EMAPA:18074,"Whole mouse","forelimb digit 2 epidermis"
EMAPA:25062,"Whole mouse","forelimb digit 2 epiphyseal plate"
EMAPA:17433,"Whole mouse","forelimb digit 2 epithelium"
EMAPA:25061,"Whole mouse","forelimb digit 2 inter-phalangeal joint"
EMAPA:17434,"Whole mouse","forelimb digit 2 mesenchyme"
EMAPA:25060,"Whole mouse","forelimb digit 2 metacarpo-phalangeal joint"
EMAPA:18477,"Whole mouse","forelimb digit 2 metacarpus"
EMAPA:19114,"Whole mouse","forelimb digit 2 metacarpus"
EMAPA:18070,"Whole mouse","forelimb digit 2 metacarpus cartilage condensation"
EMAPA:17716,"Whole mouse","forelimb digit 2 metacarpus pre-cartilage condensation"
EMAPA:19115,"Whole mouse","forelimb digit 2 phalanx"
EMAPA:18478,"Whole mouse","forelimb digit 2 phalanx"
EMAPA:18071,"Whole mouse","forelimb digit 2 phalanx cartilage condensation"
EMAPA:17717,"Whole mouse","forelimb digit 2 phalanx pre-cartilage condensation"
EMAPA:18072,"Whole mouse","forelimb digit 2 skin"
EMAPA:17435,"Whole mouse","forelimb digit 3"
EMAPA:18736,"Whole mouse","forelimb digit 3 claw"
EMAPA:18078,"Whole mouse","forelimb digit 3 dermis"
EMAPA:18079,"Whole mouse","forelimb digit 3 epidermis"
